"real","City","SMA","Level","Offset","AICc","BIC","RMSE","DevianceExplained","DevExact","SampleSize","ResidualShapiroWilkTest","ACFResidual","perm"
11,"Pickering","1d","Elementary",1,-117.15,-113.87,1.7631044302561,0.43,0.434030969514687,26,0.09,0.379278601000158,"Pickering|Elementary|1d"
11,"Ajax","1d","Elementary",-6,-45.96,-62.87,0.707997217544843,0.86,0.860217427854607,11,0.3383,0.0292177228251215,"Ajax|Elementary|1d"
11,"Pickering","5d","Elementary",-4,-406.92,-389.58,1.38703722113812,0.68,0.684838870801023,74,0.4013,0.396218957921995,"Pickering|Elementary|5d"
11,"Pickering","1d","Secondary",1,-165.21,-161.25,0.915972581837737,0.45,0.446560139048021,28,0.8547,0.320350249692306,"Pickering|Secondary|1d"
11,"Ajax","1d","Secondary",-6,-66.53,-83.46,0.288295145463821,0.93,0.932224227645276,11,0.5005,-0.0102767039838718,"Ajax|Secondary|1d"
11,"Pickering","1d","Total",2,-98.55,-98.49,1.2661841231103,0.5,0.500108741536567,20,0.1137,0.351562206949379,"Pickering|Total|1d"
11,"Ajax","1d","Total",1,-63.52,-64.3,1.54424390811024,0.16,0.160625341027613,13,0.9998,0.244745283089794,"Ajax|Total|1d"
12,"Pickering","1d","Elementary",2,-85.88,-84.4,2.3919309855757,0.25,0.254578485483541,20,0.8834,0.375977209981164,"Pickering|Elementary|1d"
12,"Ajax","1d","Elementary",1,-66.4,-67.37,2.24133434793075,0.46,0.461046956029518,17,0.2266,0.273585771834665,"Ajax|Elementary|1d"
12,"Ajax","3d","Elementary",1,-157.35,-155.55,0.698403229483674,0.89,0.889035485728491,25,0.2205,0.207670650162099,"Ajax|Elementary|3d"
12,"Ajax","5d","Elementary",-2,-178.72,-179.66,0.424198702956856,0.96,0.960031936207262,26,0.7999,0.159919720912989,"Ajax|Elementary|5d"
12,"Pickering","1d","Secondary",-1,-124.04,-122.81,0.767693122913718,0.2,0.197183349976748,19,0.1139,0.0942206202930887,"Pickering|Secondary|1d"
12,"Ajax","1d","Secondary",7,-67.48,-78.69,0.513794517061966,0.9,0.899991153137304,12,0.2043,0.177592751979613,"Ajax|Secondary|1d"
12,"Ajax","3d","Secondary",-5,-162.91,-160.82,0.542410282580441,0.64,0.637435332953786,23,0.1857,0.134007486726966,"Ajax|Secondary|3d"
12,"Ajax","5d","Secondary",6,-189.84,-191.72,0.178145602770534,0.97,0.971956762996364,22,0.2837,0.0758409034823755,"Ajax|Secondary|5d"
12,"Pickering","1d","Total",-4,-92.42,-92.2,1.41933277909832,0.39,0.391358534932786,18,0.3789,0.0175720527743944,"Pickering|Total|1d"
12,"Ajax","1d","Total",1,-74.38,-75.23,1.74385665061131,0.49,0.490820872345328,17,0.1696,0.212581553989547,"Ajax|Total|1d"
12,"Ajax","3d","Total",0,-165.78,-165.48,0.519364023389956,0.9,0.904755017660358,25,0.3977,0.00023637897670941,"Ajax|Total|3d"
12,"Ajax","5d","Total",1,-167.6,-172.11,0.452476514891506,0.95,0.953312156495986,26,0.5415,0.224443105580949,"Ajax|Total|5d"
13,"Pickering","1d","Elementary",3,-89.27,-88.02,2.05977378760542,0.42,0.42250259015514,20,0.4155,0.378610393072242,"Pickering|Elementary|1d"
13,"Ajax","5d","Elementary",-1,-93.12,-106.93,0.141065755987483,0.98,0.979306657406368,12,0.358,0.00882349882383283,"Ajax|Elementary|5d"
13,"Ajax","7d","Elementary",0,-306.13,-294.36,0.580540068852877,0.92,0.918626490899849,45,0.6565,0.392281628029762,"Ajax|Elementary|7d"
13,"Pickering","1d","Secondary",3,-137.54,-135.51,0.900211570075081,0.3,0.296738988912436,22,0.2152,0.207008825873,"Pickering|Secondary|1d"
13,"Ajax","3d","Secondary",-1,-235.84,-224.93,1.13344111394425,0.65,0.651622740181852,44,0.1451,0.307236279593532,"Ajax|Secondary|3d"
13,"Ajax","5d","Secondary",-2,-110.81,-135.24,0.0385632349700756,0.98,0.9839045396803,12,0.9039,-0.0140156358874545,"Ajax|Secondary|5d"
13,"Ajax","7d","Secondary",-3,-388.71,-376.8,0.235028411878492,0.96,0.956838370674461,45,0.4568,0.220050378189825,"Ajax|Secondary|7d"
13,"Pickering","1d","Total",4,-77.56,-81.69,1.31605138305721,0.59,0.591045466279429,17,0.7618,0.223741474778228,"Pickering|Total|1d"
13,"Ajax","5d","Total",-1,-91.98,-112.72,0.10164234806277,0.98,0.981680382586653,12,0.2797,-0.043349284983086,"Ajax|Total|5d"
14,"Pickering","1d","Elementary",-1,-91.21,-89.87,1.82949640909187,0.33,0.326419279112456,20,0.346,0.338321382071326,"Pickering|Elementary|1d"
14,"Ajax","1d","Elementary",-6,-75.87,-80.69,1.25764813463613,0.79,0.786597125596368,17,0.058,0.362137335204362,"Ajax|Elementary|1d"
14,"Ajax","3d","Elementary",-2,-108.3,-111.61,0.718700993041528,0.87,0.866324619851968,19,0.4258,0.261527351693764,"Ajax|Elementary|3d"
14,"Ajax","7d","Elementary",-1,-378.48,-360.92,0.624126710629713,0.92,0.918000881119808,56,0.5189,0.373916454561582,"Ajax|Elementary|7d"
14,"Pickering","1d","Secondary",0,-140.05,-138.38,1.06430407974058,0,2.68058711660176e-05,23,0.751,0.39753987696256,"Pickering|Secondary|1d"
