"min_retained","n_scored","null_median","null_max","p_empirical"
1,1000,0.496203330359627,0.965343013980582,0.004995004995005
3,1000,0.496203330359627,0.965343013980582,0.004995004995005
5,939,0.493947799358276,0.965343013980582,0.00319148936170213
7,804,0.50110697749676,0.836504756939326,0.00124223602484472
9,596,0.504237266467684,0.836504756939326,0.0016750418760469
