"real","n_retained","statistic","scored"
305,10,0.469943464856459,TRUE
306,10,0.553892000846787,TRUE
307,6,0.620154046291517,TRUE
308,9,0.258972496270853,TRUE
309,7,0.573476989897832,TRUE
310,5,0.70191759170676,TRUE
311,13,0.448527870523924,TRUE
312,12,0.434445399580362,TRUE
313,12,0.567897349690312,TRUE
314,9,0.474663108803997,TRUE
315,5,0.435339929951584,TRUE
316,9,0.725179646998096,TRUE
317,7,0.422244961931624,TRUE
318,6,0.135880205434914,TRUE
319,12,0.529012585447478,TRUE
320,6,0.765297094402147,TRUE
321,11,0.64038554397929,TRUE
322,6,0.773903510679482,TRUE
323,12,0.603777755993379,TRUE
324,8,0.40648281502907,TRUE
325,10,0.297865375960932,TRUE
326,9,0.462469149185684,TRUE
327,9,0.427068065859337,TRUE
328,8,0.322685021195648,TRUE
329,15,0.540926399990966,TRUE
330,9,0.629461718949934,TRUE
331,12,0.76834942668304,TRUE
332,7,0.431416947582795,TRUE
333,9,0.512379362451958,TRUE
334,10,0.704769676384006,TRUE
335,12,0.427773387823938,TRUE
336,9,0.427002132943799,TRUE
337,12,0.499430960447906,TRUE
338,10,0.541165275481505,TRUE
339,12,0.562094136078689,TRUE
340,10,0.390004837092881,TRUE
341,10,0.570596306093173,TRUE
342,8,0.361174174729506,TRUE
343,15,0.478467371528975,TRUE
344,11,0.577476525957514,TRUE
345,11,0.432139161615604,TRUE
346,5,0.490620920098946,TRUE
347,10,0.579181452269757,TRUE
348,7,0.513811881083914,TRUE
349,14,0.272193270174042,TRUE
350,9,0.501073116133021,TRUE
351,10,0.38897219309891,TRUE
352,10,0.494900386177091,TRUE
353,11,0.620960732997147,TRUE
354,4,NA,FALSE
355,3,NA,FALSE
356,9,0.642587704551859,TRUE
357,8,0.435282119698807,TRUE
358,15,0.463418853121954,TRUE
359,12,0.567455692052388,TRUE
360,12,0.367981035390321,TRUE
361,14,0.422833481619135,TRUE
362,15,0.525111758078275,TRUE
363,11,0.603102760905548,TRUE
364,7,0.218353804182017,TRUE
365,8,0.496094433495358,TRUE
366,9,0.601776267947353,TRUE
367,13,0.477432845557104,TRUE
368,13,0.367712987761522,TRUE
369,10,0.301594884058818,TRUE
370,9,0.518299258836808,TRUE
371,11,0.534735849593432,TRUE
372,6,0.589591306770644,TRUE
373,9,0.369113968960245,TRUE
374,6,0.503091908698748,TRUE
375,5,0.566325004299214,TRUE
376,13,0.586354519867251,TRUE
377,10,0.54567612541931,TRUE
378,9,0.479362097402148,TRUE
379,6,0.423643276031222,TRUE
380,11,0.566350958209692,TRUE
381,6,0.339035433208904,TRUE
382,9,0.433447220688652,TRUE
383,8,0.447813297828493,TRUE
