"ks_D","ks_p","size_at_05","size_at_01","n","interpretation"
0.00103092783505165,1,0.0494845360824742,0.00927835051546392,970,"Uniform by construction; cannot detect the C2 predictor-dependence defect. Do not cite as evidence the null is sound."
