"min_retained","n_scored","null_median","null_max","p_empirical"
1,200,0.490347120189512,0.870071961902124,0.00995024875621891
3,200,0.490347120189512,0.870071961902124,0.00995024875621891
5,200,0.490347120189512,0.870071961902124,0.00995024875621891
7,196,0.489492627405039,0.748621547533315,0.0050761421319797
9,178,0.490347120189512,0.748621547533315,0.00558659217877095
