"ks_D","ks_p","size_at_05","size_at_01","n","interpretation"
0.00518134715025909,1,0.0466321243523316,0.00518134715025907,193,"Uniform by construction; cannot detect the C2 predictor-dependence defect. Do not cite as evidence the null is sound."
