"ks_D","ks_p","size_at_05","size_at_01","n","interpretation"
0.00106496272630463,1,0.0489882854100106,0.00958466453674121,939,"Uniform by construction; cannot detect the C2 predictor-dependence defect. Do not cite as evidence the null is sound."
