"min_retained","n_scored","null_median","null_max","p_empirical"
1,200,0.490810013865582,0.836733896828969,0.00995024875621891
3,200,0.490810013865582,0.836733896828969,0.00995024875621891
5,193,0.491175261181569,0.776693221108421,0.00515463917525773
7,175,0.491175261181569,0.776693221108421,0.00568181818181818
9,141,0.493678045426261,0.776693221108421,0.00704225352112676
